,country,code,indicator,indicator_code,year,gdp 
14263,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2014,526320000000.0
14264,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2014,11609512940.0
14265,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2014,642000000.0
14266,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2014,1249733333.0
14267,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2014,1467480000000.0
14268,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2014,441996000000.0
14269,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2014,75244294275.0
14270,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2014,2705783272.0
14271,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2014,534678000000.0
14272,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,2014,13284528654.0
14273,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2014,13943016924.0
14274,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,2014,172885000000.0
14275,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,2014,56883172568.0
14276,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2014,33387712766.0
14277,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,2014,10913300000.0
14278,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2014,18558343508.0
14279,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2014,78813839984.0
14280,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2014,1662800000.0
14281,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2014,
14282,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2014,32996188133.0
14283,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2014,2455990000000.0
14284,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2014,4696500000.0
14285,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2014,17098342541.0
14286,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2014,1907090813.0
14287,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2014,16250750259.0
14288,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2014,1894813505.0
14289,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2014,1803530000000.0
14290,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,2014,1465700000000.0
14291,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2014,709183000000.0
14292,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,2014,
14293,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2014,260542000000.0
14294,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2014,10475700000000.0
14295,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2014,35363533866.0
14296,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2014,34989493826.0
14297,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2014,35909040266.0
14298,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2014,14196322768.0
14299,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2014,381112000000.0
14300,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2014,1149587652.0
14301,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2014,1859898513.0
14302,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2014,50577769838.0
14303,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2014,73185354885.0
14304,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2014,80656000000.0
14305,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,2014,3158406034.0
14306,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,2014,4563017881.0
14307,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2014,23128114787.0
14308,Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,2014,207818000000.0
14309,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2014,3883920000000.0
14310,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2014,2214681574.0
14311,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2014,520207407.4
14312,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2014,352994000000.0
14313,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2014,67179914027.0
14314,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2014,213809000000.0
14315,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2014,12761500000000.0
14316,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,2014,10606800000000.0
14317,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2014,22002000000000.0
14318,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,2014,3837000000000.0
14319,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2014,23734300000000.0
14320,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2014,101726000000.0
14321,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2014,305530000000.0
14322,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2014,13490200000000.0
14323,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,2014,
14324,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2014,1369400000000.0
14325,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2014,26773472962.0
14326,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2014,55612228234.0
14327,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2014,15633100000000.0
14328,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2014,1934810000000.0
14329,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2014,274497000000.0
14330,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,2014,4856963230.0
14331,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2014,2852170000000.0
14332,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2014,2850743875.0
14333,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,2014,319271200.0
14334,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2014,18203968002.0
14335,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2014,3063800000000.0
14336,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,2014,17627003455.0
14337,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,2014,53660342160.0
14338,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,2014,
14339,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2014,8778473615.0
14340,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,2014,1229460602.0
14341,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,2014,1053512334.0
14342,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,2014,21765454404.0
14343,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2014,237030000000.0
14344,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,2014,911497407.4
14345,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2014,2842048998.0
14346,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,2014,57852399834.0
14347,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,2014,5538000000.0
14348,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2014,3077643314.0
14349,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,2014,50980800000000.0
14350,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,2014,291459000000.0
14351,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,2014,19756494435.0
14352,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,2014,672449000000.0
14353,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,2014,57642914304.0
14354,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,2014,8775444942.0
14355,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,2014,140559000000.0
14356,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,2014,27472000000000.0
14357,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,2014,29585600000000.0
14358,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2014,2124540000000.0
14359,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,2014,1054940000000.0
14360,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,2014,890815000000.0
14361,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,2014,1058390000000.0
14362,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,2014,7428280402.0
14363,India,IND,GDP (current US$),NY.GDP.MKTP.CD,2014,2039130000000.0
14364,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,2014,
14365,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2014,258472000000.0
14366,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,2014,432687000000.0
14367,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2014,234648000000.0
14368,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,2014,17758050019.0
14369,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2014,309558000000.0
14370,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2014,2159130000000.0
14371,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,2014,13897804560.0
14372,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2014,36329267606.0
14373,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,2014,4850410000000.0
14374,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2014,221416000000.0
14375,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2014,61448046802.0
14376,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,2014,7468096567.0
14377,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,2014,16702610842.0
14378,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,2014,179703443.3
14379,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,2014,916574074.1
14380,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,2014,1484320000000.0
14381,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,2014,162631000000.0
14382,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,2014,5883200000000.0
14383,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,2014,13268458232.0
14384,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2014,48134486625.0
14385,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,2014,3144000000.0
14386,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,2014,41142722414.0
14387,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2014,1755130815.0
14388,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2014,6417120000000.0
14389,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,2014,967972000000.0
14390,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,2014,519929000000.0
14391,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2014,6657170923.0
14392,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2014,79356449841.0
14393,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,2014,5242900000000.0
14394,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2014,28486800000000.0
14395,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2014,2499803980.0
14396,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,2014,19700200000000.0
14397,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,2014,48526000845.0
14398,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,2014,66103853237.0
14399,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,2014,31382780146.0
14400,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,2014,55347998648.0
14401,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,2014,
14402,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2014,110081000000.0
14403,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2014,7069616049.0
14404,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,2014,9510219299.0
14405,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,2014,12522959157.0
14406,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,2014,3697351597.0
14407,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,2014,3568000000000.0
14408,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,2014,1314560000000.0
14409,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,2014,184689500.0
14410,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2014,27965800000000.0
14411,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,2014,11362272838.0
14412,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2014,14365345530.0
14413,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,2014,11302344157.0
14414,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,2014,65446199788.0
14415,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,2014,1597410000000.0
14416,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,2014,4594024180.0
14417,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,2014,12226514722.0
14418,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,2014,845000000.0
14419,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,2014,17716084108.0
14420,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,2014,6592537782.0
14421,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2014,12803445934.0
14422,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,2014,6047813437.0
14423,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2014,338062000000.0
14424,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,2014,19331100000000.0
14425,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,2014,12356482878.0
14426,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2014,
14427,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2014,10815312544.0
14428,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,2014,568499000000.0
14429,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,2014,11880472593.0
14430,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,2014,890981000000.0
14431,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,2014,498410000000.0
14432,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,2014,20002968838.0
14433,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,2014,104654365.2
14434,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2014,200922000000.0
14435,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,2014,50102000000000.0
14436,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,2014,81076462939.0
14437,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,2014,446494000000.0
14438,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2014,244361000000.0
14439,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,2014,49921500000.0
14440,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2014,200789000000.0
14441,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,2014,297484000000.0
14442,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,2014,243147000.0
14443,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,2014,23210682538.0
14444,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,2014,545389000000.0
14445,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,2014,1525940000000.0
14446,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,2014,102446000000.0
14447,"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,2014,
14448,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2014,229596000000.0
14449,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,2014,40276532541.0
14450,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,2014,12715600000.0
14451,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,2014,9113772923.0
14452,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,2014,47026100000000.0
14453,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,2014,
14454,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,2014,206225000000.0
14455,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,2014,199627000000.0
14456,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2014,2059240000000.0
14457,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2014,8279481015.0
14458,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2014,2581820000000.0
14459,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2014,756350000000.0
14460,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2014,64941775065.0
14461,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2014,19797254643.0
14462,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2014,314851000000.0
14463,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2014,1172268301.0
14464,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2014,5015157816.0
14465,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,2014,22593480000.0
14466,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,2014,1673973695.0
14467,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,2014,
14468,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2014,47062205547.0
14469,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,2014,1812800000000.0
14470,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,2014,13962212847.0
14471,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2014,1826950000000.0
14472,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,2014,528793000000.0
14473,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,2014,348941715.8
14474,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2014,5240606061.0
14475,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,2014,101171000000.0
14476,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2014,49930685013.0
14477,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2014,581964000000.0
14478,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,2014,4422304975.0
14479,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,2014,
14480,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2014,1343007841.0
14481,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2014,
14482,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,2014,823968140.0
14483,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,2014,13940768066.0
14484,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2014,12737000000000.0
14485,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,2014,4639660000000.0
14486,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2014,4574986537.0
14487,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2014,407339000000.0
14488,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2014,9112544556.0
14489,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2014,43524210526.0
14490,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,2014,6200030000000.0
14491,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2014,1447312264.0
14492,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,2014,1584600000000.0
14493,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2014,443911052.3
14494,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,2014,2581820000000.0
14495,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,2014,1826950000000.0
14496,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2014,27615843098.0
14497,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2014,47632326088.0
14498,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,2014,934186000000.0
14499,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2014,37290607.54
14500,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2014,49964788814.0
14501,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2014,32348119639.0
14502,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2014,133503000000.0
14503,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2014,22722900000000.0
14504,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2014,57236013086.0
14505,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2014,17521700000000.0
14506,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2014,76658542757.0
14507,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,2014,727714814.8
14508,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,2014,482359000000.0
14509,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,2014,
14510,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,2014,3622000000.0
14511,Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,2014,186205000000.0
14512,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,2014,814954307.0
14513,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,2014,79450800000000.0
14514,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,2014,756919917.3
14515,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,2014,7396705195.0
14516,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,2014,43206469767.0
14517,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2014,350905000000.0
14518,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,2014,27150646909.0
14519,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,2014,19495519600.0
14520,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2015,2919553073.0
14521,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2015,19907111419.0
14522,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2015,116194000000.0
14523,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2015,11386846319.0
14524,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2015,2789870188.0
14525,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2015,2529690000000.0
14526,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2015,358135000000.0
14527,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2015,594749000000.0
14528,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2015,10553337673.0
14529,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2015,661000000.0
14530,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2015,1336692593.0
14531,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2015,1351690000000.0
14532,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2015,381818000000.0
14533,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2015,53074370486.0
14534,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2015,3104394858.0
14535,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2015,462150000000.0
14536,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,2015,11388160958.0
14537,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2015,11832159276.0
14538,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,2015,195079000000.0
14539,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,2015,50630703922.0
14540,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2015,31125851064.0
14541,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,2015,11752300000.0
14542,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2015,16211541253.0
14543,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2015,56454734397.0
14544,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2015,1723800000.0
14545,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2015,
14546,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2015,33000198263.0
14547,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2015,1802210000000.0
14548,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2015,4715000000.0
14549,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2015,12930394938.0
14550,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2015,2003598213.0
14551,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2015,14420604206.0
14552,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2015,1695825708.0
14553,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2015,1556130000000.0
14554,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,2015,1290070000000.0
14555,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2015,679832000000.0
14556,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,2015,
14557,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2015,243919000000.0
14558,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2015,11061600000000.0
14559,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2015,45814637971.0
14560,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2015,30928653814.0
